,user_id,Recency,Frequency,Monetary
1600,USER_03998,315,2,8533.619999999999
1601,USER_04001,82,1,4479.64
1602,USER_04006,33,1,952.92
1603,USER_04008,176,1,9982.97
1604,USER_04013,11,1,1232.23
1605,USER_04014,166,1,3648.04
1606,USER_04015,104,1,2649.24
1607,USER_04019,107,1,2788.76
1608,USER_04022,59,1,5028.0
1609,USER_04023,104,1,419.64
1610,USER_04024,59,1,6618.14
1611,USER_04025,35,1,9541.59
1612,USER_04028,212,1,8352.59
1613,USER_04032,245,1,6841.63
1614,USER_04034,23,1,2825.78
1615,USER_04039,318,1,5536.84
1616,USER_04042,12,1,6078.28
1617,USER_04045,186,1,4982.09
1618,USER_04046,312,1,9900.96
1619,USER_04047,170,1,2435.55
1620,USER_04050,213,2,13138.32
1621,USER_04054,307,1,3739.56
1622,USER_04065,213,1,131.01
1623,USER_04070,255,1,1714.33
1624,USER_04074,256,1,5971.8
1625,USER_04075,322,1,4333.47
1626,USER_04076,143,1,7329.1
1627,USER_04078,318,1,9698.4
1628,USER_04082,72,1,7744.92
1629,USER_04084,329,1,6047.14
1630,USER_04087,236,1,114.17
1631,USER_04090,289,1,923.34
1632,USER_04091,105,2,11348.83
1633,USER_04095,320,1,5791.39
1634,USER_04100,23,1,4119.06
1635,USER_04103,30,2,4457.21
1636,USER_04108,150,1,4516.95
1637,USER_04114,30,2,6610.889999999999
1638,USER_04115,133,1,2654.87
1639,USER_04117,43,2,3444.59
1640,USER_04118,163,1,1909.36
1641,USER_04119,25,1,9751.27
1642,USER_04125,49,2,11138.54
1643,USER_04127,262,1,3316.21
1644,USER_04130,231,1,5305.63
1645,USER_04134,46,1,381.85
1646,USER_04136,208,1,7736.53
1647,USER_04140,91,1,7972.29
1648,USER_04143,44,2,4329.79
1649,USER_04146,149,1,5858.66
1650,USER_04155,232,1,86.63
1651,USER_04159,312,1,4266.1
1652,USER_04160,22,1,5123.26
1653,USER_04167,139,2,3617.05
1654,USER_04170,23,1,9486.35
1655,USER_04172,149,1,1733.32
1656,USER_04173,290,2,1771.37
1657,USER_04175,117,2,6210.03
1658,USER_04183,189,1,2118.81
1659,USER_04191,24,1,2943.19
1660,USER_04193,116,1,3662.08
1661,USER_04194,283,2,4725.38
1662,USER_04198,190,3,14622.43
1663,USER_04206,70,1,332.61
1664,USER_04208,99,1,2125.4
1665,USER_04214,62,1,4101.61
1666,USER_04222,271,1,5816.81
1667,USER_04223,199,1,3649.65
1668,USER_04225,82,2,7423.860000000001
1669,USER_04227,193,1,3956.63
1670,USER_04231,28,1,6989.14
1671,USER_04232,92,4,16670.18
1672,USER_04235,142,1,4715.58
1673,USER_04241,106,1,2661.4
1674,USER_04245,138,1,1240.32
1675,USER_04246,175,1,8477.12
1676,USER_04261,195,1,5237.35
1677,USER_04262,88,1,8190.88
1678,USER_04270,224,1,3638.88
1679,USER_04271,115,1,2131.09
1680,USER_04272,54,1,5747.07
1681,USER_04273,345,1,1343.95
1682,USER_04276,270,1,8033.89
1683,USER_04277,15,1,7926.2
1684,USER_04280,210,1,9835.03
1685,USER_04289,146,1,4017.64
1686,USER_04291,132,1,9698.0
1687,USER_04298,267,1,9392.57
1688,USER_04299,152,1,1951.27
1689,USER_04301,0,1,1554.53
1690,USER_04303,310,1,4323.51
1691,USER_04308,102,2,9377.140000000001
1692,USER_04310,109,1,3117.09
1693,USER_04311,1,2,9143.22
1694,USER_04314,132,1,6294.28
1695,USER_04315,190,1,3317.23
1696,USER_04316,306,1,3428.31
1697,USER_04319,1,4,18401.68
1698,USER_04320,244,1,6489.15
1699,USER_04322,62,1,8158.05
1700,USER_04324,266,1,9790.5
1701,USER_04326,214,1,3436.81
1702,USER_04327,58,3,12750.96
1703,USER_04329,364,1,4262.28
1704,USER_04330,18,2,11522.84
1705,USER_04334,235,1,7474.43
1706,USER_04335,308,1,7893.59
1707,USER_04338,268,1,7352.18
1708,USER_04343,254,1,4408.5
1709,USER_04354,320,1,8047.25
1710,USER_04355,221,2,10360.73
1711,USER_04356,86,1,5683.53
1712,USER_04357,251,1,3784.22
1713,USER_04358,264,1,2530.53
1714,USER_04359,208,1,3461.29
1715,USER_04365,246,1,6251.55
1716,USER_04366,147,1,5423.55
1717,USER_04367,222,1,7569.76
1718,USER_04368,162,1,7107.54
1719,USER_04369,39,1,3126.87
1720,USER_04370,47,1,8733.38
1721,USER_04371,16,3,19770.36
1722,USER_04374,5,1,9946.35
1723,USER_04377,101,1,1418.95
1724,USER_04379,69,1,1825.66
1725,USER_04381,50,1,9492.29
1726,USER_04383,233,1,5321.31
1727,USER_04386,72,1,713.74
1728,USER_04391,122,1,8860.14
1729,USER_04393,153,1,7030.42
1730,USER_04395,240,1,4728.86
1731,USER_04399,47,1,3034.22
1732,USER_04402,129,1,3205.31
1733,USER_04404,285,1,4569.29
1734,USER_04408,153,1,1110.66
1735,USER_04410,22,1,9111.39
1736,USER_04412,281,1,2660.29
1737,USER_04413,69,1,5967.44
1738,USER_04418,160,1,2155.65
1739,USER_04421,257,1,5758.02
1740,USER_04426,167,1,3871.23
1741,USER_04427,295,1,1795.53
1742,USER_04429,296,2,8067.14
1743,USER_04433,48,1,2632.73
1744,USER_04436,176,1,7824.87
1745,USER_04437,192,1,1107.72
1746,USER_04442,45,1,743.71
1747,USER_04443,340,1,5794.1
1748,USER_04444,127,1,4988.6
1749,USER_04446,244,1,8355.83
1750,USER_04447,123,1,9176.24
1751,USER_04452,161,2,14582.25
1752,USER_04454,16,1,8888.68
1753,USER_04457,10,1,8080.85
1754,USER_04463,176,1,8598.44
1755,USER_04465,316,1,9787.69
1756,USER_04466,108,1,9057.78
1757,USER_04468,178,1,7008.98
1758,USER_04471,46,2,15903.119999999999
1759,USER_04475,162,1,5264.31
1760,USER_04477,98,1,1294.12
1761,USER_04478,44,1,9538.16
1762,USER_04482,223,1,5351.72
1763,USER_04487,167,1,5989.86
1764,USER_04488,59,2,11924.240000000002
1765,USER_04489,127,1,9056.04
1766,USER_04490,58,1,2681.61
1767,USER_04491,47,1,9479.04
1768,USER_04492,91,1,6813.15
1769,USER_04495,237,1,7428.51
1770,USER_04497,112,1,9528.4
1771,USER_04498,64,1,1819.31
1772,USER_04500,113,1,5073.74
1773,USER_04504,156,1,2153.4
1774,USER_04505,3,1,9145.95
1775,USER_04506,34,1,4130.7
1776,USER_04508,23,1,907.3
1777,USER_04510,110,1,5152.3
1778,USER_04512,103,1,8662.28
1779,USER_04517,90,2,4392.64
1780,USER_04518,47,2,10644.65
1781,USER_04519,361,1,4691.67
1782,USER_04522,32,1,6613.63
1783,USER_04524,126,1,2822.54
1784,USER_04527,117,2,6240.62
1785,USER_04528,323,1,3497.7
1786,USER_04531,209,1,7598.33
1787,USER_04534,76,1,782.43
1788,USER_04537,232,2,13753.41
1789,USER_04540,179,1,1984.09
1790,USER_04542,320,1,1185.85
1791,USER_04546,253,1,176.23
1792,USER_04549,214,1,9526.44
1793,USER_04550,297,1,458.48
1794,USER_04553,12,2,3731.25
1795,USER_04554,270,1,6267.61
1796,USER_04560,117,1,7907.63
1797,USER_04562,256,1,2962.72
1798,USER_04563,316,1,3319.67
1799,USER_04567,317,1,9117.73
1800,USER_04569,252,1,3821.38
1801,USER_04571,114,1,232.6
1802,USER_04573,155,1,1754.64
1803,USER_04574,113,1,8214.33
1804,USER_04575,32,1,9653.83
1805,USER_04577,159,1,2155.04
1806,USER_04579,99,1,710.16
1807,USER_04582,37,1,4652.76
1808,USER_04584,156,1,1327.83
1809,USER_04586,94,1,2914.11
1810,USER_04588,19,1,1043.76
1811,USER_04591,214,1,1015.44
1812,USER_04592,253,1,6163.15
1813,USER_04595,196,1,3791.23
1814,USER_04601,336,1,252.02
1815,USER_04602,182,1,7504.16
1816,USER_04604,120,1,3645.05
1817,USER_04607,343,1,1198.57
1818,USER_04610,191,1,5562.4
1819,USER_04612,28,1,8487.28
1820,USER_04625,218,1,323.48
1821,USER_04626,259,1,2694.06
1822,USER_04627,81,2,10331.380000000001
1823,USER_04630,197,1,9069.05
1824,USER_04631,166,1,3151.88
1825,USER_04634,288,1,480.92
1826,USER_04636,236,1,9159.68
1827,USER_04638,350,1,9212.94
1828,USER_04643,26,1,6066.91
1829,USER_04650,330,1,6155.17
1830,USER_04652,151,1,8543.7
1831,USER_04653,159,1,6778.88
1832,USER_04654,293,1,433.1
1833,USER_04661,1,1,6154.0
1834,USER_04662,17,3,13281.419999999998
1835,USER_04665,319,1,4717.89
1836,USER_04670,123,1,2454.9
1837,USER_04672,178,2,6163.33
1838,USER_04675,14,2,17236.48
1839,USER_04676,300,2,12087.59
1840,USER_04678,20,1,6056.3
1841,USER_04681,0,2,7575.41
1842,USER_04682,137,1,3865.36
1843,USER_04683,180,2,13214.51
1844,USER_04688,32,1,856.85
1845,USER_04692,185,1,7781.12
1846,USER_04695,48,2,7881.32
1847,USER_04696,85,2,12828.83
1848,USER_04701,259,1,5781.18
1849,USER_04702,232,1,297.42
1850,USER_04704,93,2,8163.55
1851,USER_04705,6,1,4713.88
1852,USER_04711,131,2,11585.869999999999
1853,USER_04712,37,1,8106.17
1854,USER_04715,55,1,9774.78
1855,USER_04720,43,1,2690.63
1856,USER_04722,131,1,4046.03
1857,USER_04723,217,1,4072.74
1858,USER_04724,103,4,29315.93
1859,USER_04727,103,1,9577.87
1860,USER_04732,61,2,8459.71
1861,USER_04733,327,1,3392.59
1862,USER_04736,278,1,21.63
1863,USER_04742,60,2,15608.210000000001
1864,USER_04744,254,1,88.01
1865,USER_04747,235,1,9500.14
1866,USER_04751,29,1,5715.22
1867,USER_04753,278,1,7009.24
1868,USER_04754,336,1,5060.74
1869,USER_04756,66,1,35.51
1870,USER_04758,155,1,5399.76
1871,USER_04759,276,1,8011.37
1872,USER_04761,266,1,6166.91
1873,USER_04764,261,1,3130.85
1874,USER_04767,261,1,6660.32
1875,USER_04768,93,2,9120.68
1876,USER_04769,294,1,2565.64
1877,USER_04771,0,1,4671.4
1878,USER_04774,113,1,3991.65
1879,USER_04779,238,1,4051.87
1880,USER_04780,105,1,1013.29
1881,USER_04781,44,2,2570.9
1882,USER_04783,227,1,5461.86
1883,USER_04787,130,2,13448.079999999998
1884,USER_04788,18,2,8469.72
1885,USER_04790,104,1,312.86
1886,USER_04791,238,1,5558.37
1887,USER_04796,123,1,7612.27
1888,USER_04798,313,1,5763.62
1889,USER_04799,143,1,5588.91
1890,USER_04800,192,1,5996.4
1891,USER_04801,87,1,2423.96
1892,USER_04804,97,1,3409.37
1893,USER_04805,148,2,15366.89
1894,USER_04807,206,1,5534.84
1895,USER_04808,317,1,8039.7
1896,USER_04809,84,1,5700.13
1897,USER_04810,1,1,7903.33
1898,USER_04816,276,1,53.56
1899,USER_04817,34,1,5731.77
1900,USER_04819,92,1,9609.02
1901,USER_04822,196,1,1720.2
1902,USER_04824,1,2,10762.23
1903,USER_04829,169,1,8211.9
1904,USER_04830,249,2,7046.900000000001
1905,USER_04835,35,2,17208.71
1906,USER_04836,66,2,17084.18
1907,USER_04837,292,1,892.1
1908,USER_04839,243,1,9447.92
1909,USER_04841,94,1,5783.29
1910,USER_04842,151,1,3492.19
1911,USER_04843,337,1,2199.81
1912,USER_04847,74,1,4127.62
1913,USER_04853,136,2,9320.46
1914,USER_04855,166,1,5290.79
1915,USER_04859,304,2,11375.01
1916,USER_04861,115,1,7026.12
1917,USER_04863,151,2,2097.29
1918,USER_04864,191,1,3839.77
1919,USER_04865,16,3,11381.49
1920,USER_04866,269,1,1716.12
1921,USER_04869,29,1,4820.97
1922,USER_04870,362,1,408.34
1923,USER_04871,281,1,2518.49
1924,USER_04873,241,1,6186.97
1925,USER_04875,107,2,8388.61
1926,USER_04879,269,1,1303.34
1927,USER_04882,327,1,1291.54
1928,USER_04883,347,1,4687.13
1929,USER_04886,9,1,9501.73
1930,USER_04888,113,2,14851.23
1931,USER_04897,13,2,8965.18
1932,USER_04898,144,1,5069.56
1933,USER_04899,196,1,7629.94
1934,USER_04900,363,1,6916.55
1935,USER_04902,58,1,2387.18
1936,USER_04905,11,2,5776.450000000001
1937,USER_04906,161,1,8876.22
1938,USER_04907,236,1,8575.81
1939,USER_04908,195,1,8975.77
1940,USER_04910,116,1,7330.07
1941,USER_04911,266,1,5350.78
1942,USER_04912,234,1,8201.6
1943,USER_04915,72,1,2569.61
1944,USER_04922,311,1,8069.75
1945,USER_04924,317,1,8252.66
1946,USER_04926,37,3,19631.28
1947,USER_04929,11,1,7348.87
1948,USER_04930,55,1,570.55
1949,USER_04931,68,2,4440.63
1950,USER_04935,275,2,8390.22
1951,USER_04936,341,1,3132.57
1952,USER_04937,36,1,1169.48
1953,USER_04938,72,1,594.33
1954,USER_04939,131,1,9451.92
1955,USER_04940,156,1,6038.96
1956,USER_04942,140,1,3592.87
1957,USER_04945,205,1,712.6
1958,USER_04948,217,1,2179.15
1959,USER_04949,11,1,475.21
1960,USER_04954,231,1,7405.73
1961,USER_04958,133,1,8159.8
1962,USER_04959,142,1,5035.59
1963,USER_04961,53,2,14902.779999999999
1964,USER_04967,217,1,4820.24
1965,USER_04974,5,1,5495.79
1966,USER_04976,169,1,2261.03
1967,USER_04981,95,2,4155.44
1968,USER_04984,342,1,6089.3
1969,USER_04988,292,1,2781.1
1970,USER_04993,189,2,952.47
1971,USER_05000,224,2,9938.2
1972,USER_05004,246,1,3116.92
1973,USER_05005,153,1,7499.19
1974,USER_05010,217,1,5643.82
1975,USER_05012,287,1,1659.75
1976,USER_05013,171,1,227.19
1977,USER_05014,76,1,5932.7
1978,USER_05016,151,1,9362.55
1979,USER_05020,312,1,3300.96
1980,USER_05021,310,1,1967.61
1981,USER_05023,10,1,5965.97
1982,USER_05024,99,1,5065.77
1983,USER_05025,17,2,9572.31
1984,USER_05028,229,1,6641.63
1985,USER_05030,93,1,8955.68
1986,USER_05031,228,1,2823.22
1987,USER_05032,285,1,7737.33
1988,USER_05038,292,1,8300.38
1989,USER_05050,207,1,5733.76
1990,USER_05052,328,1,5174.82
1991,USER_05055,37,1,6083.01
1992,USER_05059,162,1,4838.26
1993,USER_05060,5,1,9676.95
1994,USER_05061,45,1,6671.59
1995,USER_05062,154,1,9489.48
1996,USER_05064,245,1,2859.11
1997,USER_05065,106,2,18199.5
1998,USER_05072,77,1,454.12
1999,USER_05074,36,1,4833.52
2000,USER_05075,83,1,1199.89
2001,USER_05079,14,1,5269.92
2002,USER_05081,330,1,4890.97
2003,USER_05087,320,1,4051.12
2004,USER_05088,55,2,12904.310000000001
2005,USER_05089,332,1,7546.0
2006,USER_05091,165,1,424.5
2007,USER_05092,97,1,8092.77
2008,USER_05098,354,1,8459.5
2009,USER_05102,276,1,7068.6
2010,USER_05104,297,1,7328.23
2011,USER_05106,1,1,3180.72
2012,USER_05107,97,1,8912.26
2013,USER_05109,185,1,3943.12
2014,USER_05112,64,1,6873.37
2015,USER_05113,184,1,1973.9
2016,USER_05117,32,1,246.82
2017,USER_05120,61,1,2137.28
2018,USER_05123,209,1,5077.78
2019,USER_05126,87,1,5310.74
2020,USER_05128,15,1,2054.88
2021,USER_05130,129,2,2140.24
2022,USER_05131,248,1,657.88
2023,USER_05132,208,2,12085.32
2024,USER_05137,151,2,10578.25
2025,USER_05141,241,1,305.23
2026,USER_05144,334,1,6608.95
2027,USER_05148,283,1,9243.47
2028,USER_05151,345,1,3679.27
2029,USER_05152,309,1,156.02
2030,USER_05154,344,1,5574.5
2031,USER_05157,252,1,5006.69
2032,USER_05159,364,1,1525.39
2033,USER_05162,49,2,5139.3099999999995
2034,USER_05167,264,1,3739.32
2035,USER_05168,158,2,12145.51
2036,USER_05169,354,1,7881.82
2037,USER_05170,52,2,671.62
2038,USER_05171,280,1,1525.52
2039,USER_05172,68,2,9747.33
2040,USER_05174,330,1,7262.11
2041,USER_05176,284,1,6101.02
2042,USER_05177,162,1,9450.77
2043,USER_05178,224,2,6586.23
2044,USER_05180,198,1,8820.78
2045,USER_05181,117,2,19212.83
2046,USER_05183,64,2,6657.03
2047,USER_05185,192,1,7214.86
2048,USER_05186,110,1,3073.91
2049,USER_05194,252,1,4160.81
2050,USER_05201,169,1,5403.71
2051,USER_05204,153,1,6439.89
2052,USER_05208,24,2,6773.36
2053,USER_05218,153,1,3272.39
2054,USER_05231,83,2,8121.410000000001
2055,USER_05232,21,1,5197.3
2056,USER_05235,355,1,9479.03
2057,USER_05238,205,1,1820.3
2058,USER_05239,88,1,4625.36
2059,USER_05240,202,2,10066.220000000001
2060,USER_05241,346,1,1709.78
2061,USER_05243,104,1,4770.05
2062,USER_05244,60,1,9007.79
2063,USER_05245,152,2,12893.35
2064,USER_05247,306,1,3828.48
2065,USER_05248,147,1,7664.06
2066,USER_05249,153,1,7758.49
2067,USER_05250,299,1,6252.12
2068,USER_05251,94,1,5986.04
2069,USER_05252,145,1,3221.28
2070,USER_05254,97,1,1641.28
2071,USER_05255,54,1,3630.5
2072,USER_05258,9,2,9666.199999999999
2073,USER_05263,226,1,176.89
2074,USER_05270,350,1,8516.79
2075,USER_05271,278,1,4247.36
2076,USER_05272,129,1,1969.45
2077,USER_05273,1,2,17956.84
2078,USER_05275,70,1,7500.74
2079,USER_05278,26,3,10757.84
2080,USER_05280,20,4,23482.35
2081,USER_05281,128,1,2687.27
2082,USER_05284,190,1,9050.75
2083,USER_05289,46,1,5101.45
2084,USER_05290,58,1,7167.7
2085,USER_05293,189,1,9070.04
2086,USER_05294,90,1,2635.27
2087,USER_05295,321,1,1240.98
2088,USER_05296,293,1,6944.61
2089,USER_05300,22,1,1379.15
2090,USER_05302,100,1,6058.98
2091,USER_05304,172,1,7161.04
2092,USER_05306,236,2,3990.63
2093,USER_05308,90,1,1221.06
2094,USER_05311,106,1,9753.42
2095,USER_05312,176,1,24.32
2096,USER_05315,127,2,7954.969999999999
2097,USER_05317,96,1,2657.28
2098,USER_05319,211,1,7829.0
2099,USER_05320,134,3,13346.230000000001
2100,USER_05321,352,1,2981.17
2101,USER_05322,249,1,4072.28
2102,USER_05325,92,1,4308.55
2103,USER_05327,188,1,7757.02
2104,USER_05332,189,1,5103.68
2105,USER_05334,61,2,10392.04
2106,USER_05339,236,1,3275.2
2107,USER_05341,69,1,4605.6
2108,USER_05348,32,1,8582.58
2109,USER_05350,133,1,7278.96
2110,USER_05351,49,3,11902.190000000002
2111,USER_05352,266,1,3270.35
2112,USER_05353,227,1,4846.55
2113,USER_05354,4,1,6951.88
2114,USER_05357,237,1,2455.8
2115,USER_05358,133,1,6287.57
2116,USER_05359,235,1,8294.23
2117,USER_05361,139,1,2552.62
2118,USER_05364,265,2,9528.47
2119,USER_05365,185,1,1680.67
2120,USER_05372,107,1,8210.11
2121,USER_05376,50,1,7653.36
2122,USER_05377,118,2,16362.310000000001
2123,USER_05381,1,2,13059.55
2124,USER_05388,104,2,7346.74
2125,USER_05390,304,1,269.0
2126,USER_05393,62,1,1767.67
2127,USER_05397,119,1,6471.89
2128,USER_05398,351,1,3652.06
2129,USER_05400,293,1,9572.78
2130,USER_05401,236,1,2321.86
2131,USER_05405,168,2,10703.27
2132,USER_05409,190,1,3118.15
2133,USER_05413,131,2,9821.53
2134,USER_05414,186,2,7858.67
2135,USER_05417,114,1,4928.75
2136,USER_05419,253,1,7161.3
2137,USER_05420,212,1,1460.66
2138,USER_05421,361,1,96.7
2139,USER_05424,167,1,1663.96
2140,USER_05429,230,1,9316.69
2141,USER_05430,282,1,3332.63
2142,USER_05431,62,2,2980.29
2143,USER_05432,329,1,1768.57
2144,USER_05433,260,1,7801.04
2145,USER_05435,56,2,3051.3500000000004
2146,USER_05436,221,1,9676.32
2147,USER_05439,209,1,6333.56
2148,USER_05440,167,2,8666.61
2149,USER_05442,321,1,8682.3
2150,USER_05443,13,1,718.67
2151,USER_05444,319,1,3187.13
2152,USER_05447,16,2,10769.519999999999
2153,USER_05448,152,2,12991.150000000001
2154,USER_05455,276,2,2975.61
2155,USER_05459,360,1,4527.36
2156,USER_05460,145,1,8787.52
2157,USER_05463,35,2,3287.55
2158,USER_05466,32,2,8897.619999999999
2159,USER_05470,348,1,6195.65
2160,USER_05474,38,2,10275.439999999999
2161,USER_05480,54,2,16955.25
2162,USER_05481,77,1,3962.05
2163,USER_05483,256,2,11964.55
2164,USER_05484,362,1,7012.4
2165,USER_05485,242,1,9075.64
2166,USER_05490,94,2,11532.380000000001
2167,USER_05493,106,1,5306.34
2168,USER_05494,13,1,1242.71
2169,USER_05496,308,1,6515.01
2170,USER_05500,229,2,9595.970000000001
2171,USER_05503,97,2,9196.06
2172,USER_05509,54,1,8564.04
2173,USER_05519,266,1,6769.07
2174,USER_05520,160,1,4510.2
2175,USER_05521,183,1,3409.48
2176,USER_05525,117,1,8530.8
2177,USER_05528,130,2,11894.2
2178,USER_05529,41,1,5112.43
2179,USER_05530,169,1,4895.06
2180,USER_05531,45,1,2198.6
2181,USER_05538,30,2,13667.31
2182,USER_05547,158,3,18806.440000000002
2183,USER_05548,144,1,9495.72
2184,USER_05550,53,1,4658.48
2185,USER_05558,180,1,9193.77
2186,USER_05560,89,1,6204.89
2187,USER_05561,104,2,6750.68
2188,USER_05563,319,2,11814.41
2189,USER_05564,15,1,3105.92
2190,USER_05566,184,2,7874.5199999999995
2191,USER_05567,220,2,4587.04
2192,USER_05568,352,1,3895.7
2193,USER_05578,275,3,13257.380000000001
2194,USER_05579,134,1,622.6
2195,USER_05582,307,1,8559.62
2196,USER_05583,281,1,5952.14
2197,USER_05588,130,2,12770.8
2198,USER_05589,163,3,12518.92
2199,USER_05594,126,1,2455.52
2200,USER_05595,5,1,1284.75
2201,USER_05601,250,1,9839.94
2202,USER_05603,206,1,8439.48
2203,USER_05608,217,1,5835.1
2204,USER_05610,307,1,2824.48
2205,USER_05612,178,1,8777.04
2206,USER_05613,349,1,6574.17
2207,USER_05615,84,1,7630.02
2208,USER_05616,126,1,657.45
2209,USER_05617,22,2,14398.95
2210,USER_05618,217,1,640.06
2211,USER_05620,71,1,108.73
2212,USER_05621,171,2,9737.87
2213,USER_05626,218,1,9518.57
2214,USER_05630,27,1,7746.54
2215,USER_05634,166,1,9534.49
2216,USER_05636,130,1,2652.53
2217,USER_05643,73,1,2726.12
2218,USER_05644,110,1,3006.76
2219,USER_05645,135,1,7294.38
2220,USER_05647,23,1,2284.87
2221,USER_05649,235,1,3784.4
2222,USER_05651,289,1,4947.91
2223,USER_05653,267,1,8373.73
2224,USER_05657,91,3,12183.74
2225,USER_05667,12,1,9968.18
2226,USER_05669,233,2,5619.530000000001
2227,USER_05673,267,1,8546.38
2228,USER_05681,28,1,4496.49
2229,USER_05682,32,1,5287.05
2230,USER_05685,41,2,8398.57
2231,USER_05690,47,1,5037.15
2232,USER_05691,148,1,7149.34
2233,USER_05692,75,2,10801.33
2234,USER_05694,227,1,3438.51
2235,USER_05697,264,2,8452.19
2236,USER_05701,118,1,876.87
2237,USER_05702,109,2,17490.91
2238,USER_05705,79,2,12953.91
2239,USER_05710,313,2,18497.489999999998
2240,USER_05711,30,2,9734.74
2241,USER_05714,47,1,621.5
2242,USER_05715,1,1,5687.04
2243,USER_05717,270,1,8236.53
2244,USER_05718,5,1,7182.13
2245,USER_05720,293,2,9855.72
2246,USER_05722,90,1,8571.31
2247,USER_05724,282,1,1435.38
2248,USER_05726,114,1,8347.41
2249,USER_05727,62,2,2330.3999999999996
2250,USER_05729,235,1,613.7
2251,USER_05736,173,1,8565.7
2252,USER_05737,264,2,12836.44
2253,USER_05738,224,1,1108.46
2254,USER_05741,80,1,1361.64
2255,USER_05744,10,3,24949.89
2256,USER_05749,233,1,6957.35
2257,USER_05752,335,1,1709.11
2258,USER_05758,183,1,6327.36
2259,USER_05759,59,1,2789.56
2260,USER_05761,296,1,1950.43
2261,USER_05765,30,1,7135.02
2262,USER_05766,205,1,2818.7
2263,USER_05769,132,2,7161.34
2264,USER_05770,262,1,9079.18
2265,USER_05775,158,1,6030.32
2266,USER_05777,21,2,9850.75
2267,USER_05782,154,2,8051.02
2268,USER_05784,256,1,8268.23
2269,USER_05786,125,1,250.43
2270,USER_05790,109,1,5172.52
2271,USER_05793,153,1,2568.51
2272,USER_05795,83,1,7568.53
2273,USER_05797,255,1,587.09
2274,USER_05798,103,1,9114.72
2275,USER_05801,324,1,5527.71
2276,USER_05803,20,1,7980.16
2277,USER_05812,277,1,5803.16
2278,USER_05813,336,1,158.17
2279,USER_05814,157,1,5035.47
2280,USER_05819,165,1,6765.71
2281,USER_05820,202,2,6041.2
2282,USER_05827,246,1,2669.62
2283,USER_05829,140,1,3353.65
2284,USER_05831,239,3,14089.289999999999
2285,USER_05832,115,1,4644.3
2286,USER_05834,42,2,6959.66
2287,USER_05835,227,1,874.46
2288,USER_05836,161,4,25189.19
2289,USER_05838,237,1,1048.31
2290,USER_05840,300,1,3752.05
2291,USER_05843,53,1,1229.09
2292,USER_05847,220,1,9005.11
2293,USER_05848,211,1,6074.8
2294,USER_05849,100,2,9154.79
2295,USER_05850,100,2,9977.75
2296,USER_05853,241,1,7380.28
2297,USER_05856,90,1,957.98
2298,USER_05857,54,2,13209.77
2299,USER_05858,232,1,3383.97
2300,USER_05862,236,1,5083.42
2301,USER_05863,94,1,4660.49
2302,USER_05867,64,1,4768.88
2303,USER_05868,125,1,8780.73
2304,USER_05869,207,1,5043.08
2305,USER_05874,257,1,7291.55
2306,USER_05875,27,1,7942.01
2307,USER_05883,69,1,8619.53
2308,USER_05885,170,2,6752.789999999999
2309,USER_05886,155,2,2993.81
2310,USER_05888,185,1,1253.74
2311,USER_05889,172,1,1889.51
2312,USER_05892,140,1,1629.8
2313,USER_05893,175,1,1505.76
2314,USER_05894,140,1,763.58
2315,USER_05897,354,1,306.79
2316,USER_05899,297,1,6392.4
2317,USER_05900,269,1,7315.2
2318,USER_05901,174,1,3810.84
2319,USER_05903,79,1,7889.83
2320,USER_05906,32,1,3378.32
2321,USER_05907,35,2,8083.78
2322,USER_05910,13,3,11252.14
2323,USER_05913,182,1,9511.76
2324,USER_05915,298,1,7196.85
2325,USER_05917,190,1,500.4
2326,USER_05918,67,1,5755.8
2327,USER_05919,309,1,5902.52
2328,USER_05920,138,1,938.85
2329,USER_05922,123,1,7105.43
2330,USER_05924,182,1,7573.39
2331,USER_05925,229,1,6127.37
2332,USER_05927,251,1,1974.35
2333,USER_05929,30,1,2057.56
2334,USER_05933,180,2,7815.450000000001
2335,USER_05934,348,1,4332.15
2336,USER_05937,335,1,8968.63
2337,USER_05939,0,4,21205.17
2338,USER_05944,24,2,5124.75
2339,USER_05946,75,2,9715.31
2340,USER_05949,200,1,327.7
2341,USER_05952,56,1,4584.0
2342,USER_05956,306,1,5287.64
2343,USER_05957,207,1,9562.44
2344,USER_05960,20,2,11991.83
2345,USER_05961,331,1,153.14
2346,USER_05962,238,1,23.65
2347,USER_05963,104,1,1604.83
2348,USER_05966,110,1,1420.01
2349,USER_05970,75,2,18536.03
2350,USER_05971,178,1,8016.52
2351,USER_05973,316,1,8265.37
2352,USER_05974,350,1,3920.15
2353,USER_05984,75,1,2375.65
2354,USER_05985,144,1,4360.24
2355,USER_05986,71,3,16704.92
2356,USER_05989,206,1,7301.96
2357,USER_05991,251,1,5867.98
2358,USER_05993,136,1,1693.91
2359,USER_05995,274,1,4517.22
2360,USER_05996,218,1,5749.59
2361,USER_05997,151,1,2101.19
2362,USER_05998,290,1,1015.66
2363,USER_06000,105,3,13761.619999999999
2364,USER_06002,164,1,3639.69
2365,USER_06003,194,1,4952.29
2366,USER_06006,236,1,3533.92
2367,USER_06008,68,1,13.33
2368,USER_06009,62,1,6346.53
2369,USER_06014,22,1,7230.97
2370,USER_06016,61,2,6723.0
2371,USER_06019,349,1,2295.83
2372,USER_06020,154,1,2358.62
